
KBLV - SCOTT AFB MIDAMERICA - GALWEM 24 Oct 2021 06Z Extracted Model Run           3 Hourly Data
Elev: 459ft / 140m   Lat: 38.55   Long: -89.84   Runway: 320/140
                
Basetime: 2021102406Z
Model: GALWEM 
Spacing: 1/4 Degree 
Region: Worldwide 
StationID: KBLV
Station Name: SCOTT AFB MIDAMERICA
Latitude:   38.55
Longitude:  -89.84
Elevation: 139.9
Runway: 320/140
Classification: U
SFC GPH:   143.1000
Forecast Hours:		      0hr      1hr      2hr      3hr      4hr      5hr      6hr      7hr      8hr      9hr     10hr     11hr     12hr     13hr     14hr     15hr     16hr     17hr     18hr     19hr     20hr     21hr     22hr     23hr     24hr     25hr     26hr     27hr     28hr     29hr     30hr     31hr     32hr     33hr     34hr     35hr     36hr     37hr     38hr     39hr     40hr     41hr     42hr     43hr     44hr     45hr     46hr     47hr     48hr     49hr     50hr     51hr     52hr     53hr     54hr     55hr     56hr     57hr     58hr     59hr     60hr     61hr     62hr     63hr     64hr     65hr     66hr     67hr     68hr     69hr     70hr     71hr     72hr     73hr     74hr     75hr     76hr     77hr     78hr     79hr     80hr     81hr     82hr     83hr     84hr     85hr     86hr     87hr     88hr     89hr     90hr     91hr     92hr     93hr     94hr     95hr     96hr     97hr     98hr     99hr    100hr    101hr    102hr    103hr    104hr    105hr    106hr    107hr    108hr    109hr    110hr    111hr    112hr    113hr    114hr    115hr    116hr    117hr    118hr    119hr    120hr    121hr    122hr    123hr    124hr    125hr    126hr    127hr    128hr    129hr    130hr    131hr    132hr    133hr    134hr    135hr    136hr    137hr    138hr    139hr    140hr    141hr    142hr    143hr    144hr
Sfc Prs(mb):       	  995.53,  995.23,  994.68,  993.96,  993.59,  993.26,  993.47,  992.60,  992.67,  992.89,  992.24,  991.39,  990.39,  989.17,  988.64,  988.62,  987.87,  987.09,  987.08,  987.19,  987.17,  987.94,  988.96,  989.82,  990.00,  990.44,  990.68,  990.88,  991.54,  992.54,  993.77,  994.96,  996.19,  997.00,  997.65,  998.24,  998.19,  998.11,  998.17,  998.50,  999.03,  999.71, 1000.34, 1000.71, 1001.08, 1001.44, 1001.40, 1001.35, 1001.30, 1001.20, 1001.10, 1001.00, 1001.27, 1001.54, 1001.82, 1002.02, 1002.21, 1002.41, 1001.70, 1000.99, 1000.28,  999.31,  998.35,  997.39,  997.32,  997.24,  997.16,  997.05,  996.93,  996.82,  996.43,  996.04,  995.66,  995.40,  995.13,  994.87,  994.78,  994.69,  994.60,  994.52,  994.44,  994.37,  993.59,  992.81,  992.03,  990.86,  989.69,  988.52,  987.98,  987.44,  986.90,  986.48,  986.06,  985.64,  985.08,  984.52,  983.97,  983.02,  982.08,  981.14,  980.15,  979.16,  978.17,  977.39,  976.60,  975.82,  975.04,  974.26,  973.48,  972.97,  972.46,  971.95,  971.99,  972.04,  972.08,  972.15,  972.22,  972.29,  972.57,  972.85,  973.13,  973.45,  973.76,  974.08,  974.64,  975.19,  975.75,  976.53,  977.32,  978.10,  978.42,  978.74,  979.06,  979.56,  980.05,  980.55,  981.27,  981.99,  982.71,  983.00,  983.29,  983.58,  983.64,  983.69,  983.74,
Mean SLP (mb):     	 1012.10, 1011.78, 1011.20, 1010.46, 1010.13, 1009.77, 1009.97, 1009.04, 1009.13, 1009.37, 1008.69, 1007.81, 1006.74, 1005.48, 1004.95, 1004.97, 1004.20, 1003.41, 1003.44, 1003.63, 1003.63, 1004.45, 1005.47, 1006.38, 1006.59, 1007.04, 1007.29, 1007.45, 1008.07, 1009.07, 1010.32, 1011.56, 1012.87, 1013.75, 1014.41, 1014.96, 1014.88, 1014.78, 1014.84, 1015.18, 1015.72, 1016.41, 1017.04, 1017.41, 1017.78, 1018.15, 1018.08, 1018.02, 1017.95, 1017.83, 1017.70, 1017.58, 1017.85, 1018.13, 1018.40, 1018.62, 1018.84, 1019.05, 1018.34, 1017.62, 1016.90, 1015.90, 1014.89, 1013.89, 1013.79, 1013.70, 1013.60, 1013.46, 1013.32, 1013.18, 1012.79, 1012.40, 1012.00, 1011.72, 1011.43, 1011.14, 1011.07, 1011.00, 1010.93, 1010.89, 1010.84, 1010.79, 1010.00, 1009.21, 1008.42, 1007.23, 1006.04, 1004.84, 1004.29, 1003.75, 1003.20, 1002.77, 1002.34, 1001.91, 1001.37, 1000.84, 1000.30,  999.33,  998.35,  997.37,  996.41,  995.44,  994.47,  993.68,  992.89,  992.10,  991.38,  990.66,  989.94,  989.46,  988.97,  988.48,  988.55,  988.62,  988.69,  988.75,  988.82,  988.88,  989.17,  989.45,  989.74,  990.05,  990.36,  990.67,  991.24,  991.82,  992.39,  993.19,  993.98,  994.78,  995.10,  995.42,  995.74,  996.24,  996.74,  997.23,  997.97,  998.70,  999.44,  999.73, 1000.02, 1000.31, 1000.37, 1000.43, 1000.49,
Altimeter (in. Hg):	   29.88,   29.87,   29.86,   29.83,   29.82,   29.81,   29.82,   29.79,   29.80,   29.80,   29.78,   29.76,   29.73,   29.69,   29.68,   29.67,   29.65,   29.63,   29.63,   29.63,   29.63,   29.65,   29.69,   29.71,   29.72,   29.73,   29.74,   29.74,   29.76,   29.79,   29.83,   29.86,   29.90,   29.93,   29.95,   29.96,   29.96,   29.96,   29.96,   29.97,   29.99,   30.01,   30.03,   30.04,   30.05,   30.06,   30.06,   30.06,   30.05,   30.05,   30.05,   30.05,   30.05,   30.06,   30.07,   30.08,   30.08,   30.09,   30.07,   30.05,   30.02,   30.00,   29.97,   29.94,   29.94,   29.93,   29.93,   29.93,   29.92,   29.92,   29.91,   29.90,   29.89,   29.88,   29.87,   29.86,   29.86,   29.86,   29.85,   29.85,   29.85,   29.85,   29.82,   29.80,   29.78,   29.74,   29.71,   29.67,   29.66,   29.64,   29.62,   29.61,   29.60,   29.59,   29.57,   29.55,   29.54,   29.51,   29.48,   29.45,   29.42,   29.39,   29.36,   29.34,   29.32,   29.29,   29.27,   29.25,   29.22,   29.21,   29.19,   29.18,   29.18,   29.18,   29.18,   29.18,   29.18,   29.19,   29.19,   29.20,   29.21,   29.22,   29.23,   29.24,   29.26,   29.27,   29.29,   29.31,   29.34,   29.36,   29.37,   29.38,   29.39,   29.40,   29.42,   29.43,   29.45,   29.48,   29.50,   29.51,   29.52,   29.52,   29.53,   29.53,   29.53,
Press Alt (ft):    	  487.18,  495.47,  510.75,  530.80,  540.87,  550.11,  544.32,  568.57,  566.48,  560.42,  578.48,  601.91,  629.97,  663.77,  678.61,  679.07,  699.88,  721.67,  722.03,  718.90,  719.58,  698.04,  669.75,  645.68,  640.58,  628.46,  621.68,  616.33,  597.91,  570.16,  536.11,  502.97,  469.04,  446.42,  428.50,  412.36,  413.54,  415.95,  414.09,  404.93,  390.55,  371.77,  354.26,  344.12,  333.98,  323.84,  325.13,  326.41,  327.69,  330.53,  333.36,  336.19,  328.65,  321.12,  313.58,  308.09,  302.59,  297.10,  316.72,  336.36,  356.01,  382.56,  409.13,  435.72,  437.81,  439.89,  441.98,  445.15,  448.33,  451.51,  462.24,  472.97,  483.70,  490.93,  498.16,  505.40,  507.93,  510.46,  512.99,  515.13,  517.28,  519.42,  540.98,  562.56,  584.14,  616.66,  649.21,  681.80,  696.86,  711.93,  727.00,  738.77,  750.54,  762.32,  777.84,  793.36,  808.89,  835.30,  861.72,  888.17,  915.88,  943.61,  971.37,  993.38, 1015.40, 1037.44, 1059.35, 1081.28, 1103.22, 1117.64, 1132.07, 1146.50, 1145.31, 1144.12, 1142.92, 1140.90, 1138.89, 1136.87, 1129.00, 1121.13, 1113.27, 1104.30, 1095.33, 1086.37, 1070.70, 1055.04, 1039.38, 1017.35,  995.34,  973.34,  964.35,  955.37,  946.39,  932.47,  918.55,  904.64,  884.45,  864.27,  844.11,  835.97,  827.83,  819.69,  818.17,  816.66,  815.14,
Density Alt (ft):  	  624.97,  634.41,  649.68,  664.84,  693.27,  728.58,  786.16,  901.20, 1109.74, 1331.42, 1528.25, 1728.54, 1889.55, 1977.04, 2064.07, 2077.54, 2085.34, 2040.47, 2000.14, 1934.36, 1762.21, 1665.54, 1579.53, 1386.40, 1136.53,  931.05,  795.44,  637.09,  468.38,  333.62,  235.07,  170.45,  144.97,  154.15,  178.26,  230.49,  309.03,  369.19,  392.74,  389.04,  327.28,  193.04,   72.21,   22.97,  -26.31,  -76.09,  -77.67,  -79.26,  -80.83, -134.34, -187.77, -241.50, -287.72, -333.78, -379.88, -286.38, -193.63, -101.42,   67.04,  234.54,  400.88,  501.39,  601.74,  701.92,  604.40,  505.67,  405.73,  353.53,  301.02,  248.38,  241.42,  234.66,  227.88,  208.37,  188.63,  169.07,  153.64,  138.18,  122.73,  268.94,  414.01,  557.54,  781.48, 1001.46, 1217.55, 1274.68, 1331.81, 1388.96, 1321.56, 1253.50, 1184.55, 1133.70, 1082.72, 1031.61, 1021.65, 1011.47, 1001.05,  969.22,  936.25,  902.52,  931.94,  960.99,  990.26, 1071.56, 1153.16, 1234.67, 1323.24, 1412.09, 1501.04, 1616.94, 1732.73, 1848.39, 1794.25, 1740.22, 1685.90, 1624.29, 1562.55, 1500.71, 1439.11, 1377.42, 1315.86, 1269.77, 1223.86, 1177.89, 1156.66, 1135.65, 1114.64, 1077.40, 1039.97, 1002.75, 1003.53, 1004.51, 1005.50,  985.62,  965.96,  946.30,  890.02,  833.91,  777.78,  754.48,  730.98,  707.68,  704.33,  701.19,  697.85,
2 m agl Tmp (K):   	  286.53,  286.54,  286.52,  286.47,  286.61,  286.79,  287.28,  287.91,  289.52,  291.28,  292.66,  294.10,  295.18,  295.61,  296.23,  296.41,  296.31,  295.74,  295.33,  294.74,  293.21,  292.62,  292.23,  291.05,  289.23,  287.77,  286.83,  285.75,  284.68,  283.89,  283.42,  283.19,  283.29,  283.57,  283.96,  284.59,  285.28,  285.76,  285.98,  286.09,  285.76,  284.87,  284.04,  283.71,  283.39,  283.06,  283.03,  282.99,  282.96,  282.49,  282.02,  281.56,  281.27,  280.98,  280.69,  281.51,  282.32,  283.14,  284.31,  285.48,  286.64,  287.19,  287.74,  288.29,  287.41,  286.53,  285.65,  285.17,  284.69,  284.21,  284.04,  283.87,  283.70,  283.47,  283.23,  283.00,  282.85,  282.70,  282.55,  283.71,  284.88,  286.05,  287.71,  289.38,  291.04,  291.19,  291.34,  291.49,  290.74,  289.98,  289.23,  288.70,  288.18,  287.65,  287.39,  287.13,  286.87,  286.27,  285.66,  285.05,  284.97,  284.89,  284.80,  285.21,  285.62,  286.03,  286.49,  286.95,  287.41,  288.17,  288.94,  289.71,  289.29,  288.88,  288.46,  288.00,  287.54,  287.08,  286.69,  286.30,  285.91,  285.65,  285.39,  285.13,  285.12,  285.12,  285.11,  285.04,  284.97,  284.89,  284.99,  285.09,  285.19,  285.17,  285.15,  285.14,  284.90,  284.65,  284.41,  284.31,  284.21,  284.11,  284.10,  284.08,  284.07,
2 m agl Temp-D (K):	   -0.66,   -0.64,   -0.63,   -0.64,   -0.48,   -0.28,    0.20,    0.88,    2.48,    4.23,    5.65,    7.13,    8.27,    8.77,    9.41,    9.59,    9.54,    9.01,    8.60,    8.00,    6.47,    5.85,    5.40,    4.17,    2.34,    0.85,   -0.09,   -1.19,   -2.30,   -3.14,   -3.68,   -3.97,   -3.94,   -3.70,   -3.35,   -2.75,   -2.06,   -1.58,   -1.36,   -1.27,   -1.62,   -2.56,   -3.42,   -3.77,   -4.11,   -4.46,   -4.49,   -4.52,   -4.55,   -5.01,   -5.48,   -5.94,   -6.24,   -6.54,   -6.84,   -6.04,   -5.24,   -4.43,   -3.23,   -2.02,   -0.81,   -0.21,    0.39,    0.99,    0.11,   -0.76,   -1.64,   -2.11,   -2.58,   -3.05,   -3.20,   -3.35,   -3.50,   -3.72,   -3.94,   -4.16,   -4.30,   -4.45,   -4.60,   -3.42,   -2.25,   -1.08,    0.63,    2.33,    4.04,    4.26,    4.47,    4.68,    3.96,    3.23,    2.51,    2.01,    1.50,    1.00,    0.77,    0.54,    0.32,   -0.24,   -0.79,   -1.35,   -1.37,   -1.40,   -1.43,   -0.98,   -0.53,   -0.08,    0.43,    0.93,    1.43,    2.23,    3.03,    3.82,    3.40,    2.98,    2.56,    2.10,    1.64,    1.17,    0.77,    0.36,   -0.05,   -0.32,   -0.60,   -0.88,   -0.92,   -0.95,   -0.99,   -1.10,   -1.22,   -1.34,   -1.26,   -1.18,   -1.10,   -1.14,   -1.19,   -1.23,   -1.51,   -1.79,   -2.07,   -2.19,   -2.31,   -2.43,   -2.44,   -2.46,   -2.47,
2 m agl Dpt (K):   	  286.21,  286.08,  285.95,  285.69,  285.60,  285.76,  286.28,  287.06,  288.60,  290.16,  290.98,  291.27,  291.41,  291.18,  291.11,  290.65,  290.22,  289.82,  290.21,  290.56,  290.76,  290.61,  290.26,  288.59,  286.37,  284.93,  283.48,  281.26,  279.31,  278.67,  278.64,  279.14,  279.65,  280.07,  280.00,  279.60,  279.07,  279.03,  278.89,  278.33,  277.64,  277.16,  277.22,  277.56,  277.87,  278.15,  278.28,  278.40,  278.53,  278.48,  278.41,  278.34,  278.13,  277.92,  277.70,  277.83,  277.91,  277.96,  278.38,  278.76,  279.09,  279.38,  279.67,  279.95,  280.40,  280.74,  280.99,  281.09,  281.16,  281.21,  281.27,  281.33,  281.38,  281.33,  281.28,  281.23,  281.19,  281.15,  281.11,  281.40,  281.62,  281.78,  281.73,  281.46,  280.90,  280.86,  280.81,  280.76,  280.97,  281.12,  281.22,  280.82,  280.43,  280.04,  280.18,  280.31,  280.43,  281.20,  281.85,  282.41,  282.87,  283.30,  283.73,  284.20,  284.68,  285.15,  285.72,  286.28,  286.85,  287.41,  287.96,  288.50,  288.24,  287.98,  287.71,  287.33,  286.96,  286.58,  286.15,  285.72,  285.29,  284.94,  284.60,  284.26,  284.18,  284.10,  284.01,  283.89,  283.77,  283.65,  283.68,  283.71,  283.75,  283.71,  283.68,  283.64,  283.43,  283.21,  283.00,  282.90,  282.81,  282.72,  282.72,  282.72,  282.72,
2 m agl WBT (K):   	  286.35,  286.25,  286.19,  285.99,  285.99,  286.19,  286.71,  287.37,  288.91,  290.55,  291.52,  292.19,  292.60,  292.60,  292.70,  292.50,  292.19,  291.78,  291.88,  291.94,  291.58,  291.27,  290.91,  289.48,  287.48,  286.09,  284.86,  283.27,  281.83,  281.17,  280.96,  281.07,  281.37,  281.68,  281.89,  281.99,  281.99,  282.19,  282.25,  281.99,  281.58,  280.96,  280.61,  280.61,  280.55,  280.55,  280.61,  280.66,  280.66,  280.45,  280.19,  279.94,  279.73,  279.43,  279.22,  279.68,  280.14,  280.55,  281.27,  281.99,  282.60,  283.01,  283.32,  283.73,  283.53,  283.32,  283.12,  282.91,  282.76,  282.60,  282.50,  282.50,  282.40,  282.30,  282.19,  282.04,  281.99,  281.89,  281.78,  282.45,  283.12,  283.63,  284.35,  284.86,  285.27,  285.32,  285.37,  285.37,  285.17,  284.96,  284.65,  284.25,  283.89,  283.48,  283.43,  283.37,  283.32,  283.43,  283.53,  283.53,  283.78,  283.94,  284.19,  284.65,  285.06,  285.48,  285.99,  286.55,  287.06,  287.68,  288.30,  288.91,  288.60,  288.30,  287.99,  287.58,  287.17,  286.76,  286.35,  285.94,  285.53,  285.22,  284.91,  284.60,  284.55,  284.55,  284.45,  284.35,  284.25,  284.14,  284.25,  284.30,  284.35,  284.35,  284.30,  284.25,  284.04,  283.83,  283.63,  283.53,  283.43,  283.32,  283.32,  283.32,  283.32,
Convect. Temp (K): 	  301.59,  302.30,  303.42,  301.40,  301.18,  300.88,  300.79,  300.58,  290.14,  302.40,  303.05,  294.85,  295.93,  296.35,  296.70,  297.50,  298.74,  299.77,  299.95,  298.35,  296.97,  295.55,  294.36,  296.60,  291.53,  288.47,  287.16,  285.95,  284.82,  284.13,  283.61,  283.26,  283.33,  283.31,  283.30,  283.69,  284.71,  285.97,  285.75,  285.87,  318.92,  320.05,  320.20,  320.24,  320.18,  284.16,  284.25,  284.42,  321.30,  321.25,  321.22,  321.20,  321.60,  322.07,  322.67,  322.92,  323.18,  323.47,  323.03,  322.75,  322.60,  323.02,  322.52,  321.95,  321.02,  320.20,  319.56,  319.26,  318.97,  318.71,  318.43,  318.18,  317.95,  317.53,  317.09,  316.63,  316.48,  316.33,  316.18,  315.96,  315.74,  315.53,  314.92,  314.32,  313.74,  312.83,  312.02,  311.37,  311.60,  311.86,  312.47,  313.79,  314.85,  315.70,  315.12,  314.47,  313.77,  312.34,  309.98,  307.67,  307.45,  307.30,  307.20,  305.43,  303.51,  286.86,  287.24,  288.12,  289.38,  291.40,  291.89,  292.20,  291.89,  291.56,  291.27,  291.21,  291.32,  291.46,  291.07,  288.40,  286.45,  286.32,  286.13,  285.84,  286.05,  286.10,  286.21,  286.09,  285.99,  285.87,  285.99,  286.07,  286.15,  286.17,  286.20,  286.22,  286.06,  285.89,  285.73,  285.59,  285.43,  285.25,  285.23,  285.20,  285.20,
